Concurrent_Requests,Latency_ms
280,48.37
262,45.0
824,1852.09
46,27.76
41,29.19
1271,7653.2
331,42.18
912,2683.58
52,35.14
260,39.95
1251,7306.37
43,30.85
266,45.43
51,31.64
136,35.14
285,52.14
121,27.75
67,30.21
439,72.38
601,465.89
364,55.11
391,55.96
196,31.72
767,1411.63
265,45.29
17,35.54
573,355.58
320,44.66
114,32.82
10,18.27
57,24.46
596,444.45
118,29.97
32,29.08
28,30.06
489,138.73
10,21.95
337,50.11
42,27.66
119,38.37
612,502.29
84,21.61
88,30.87
178,37.08
11,25.25
67,29.84
47,25.34
238,38.51
951,3097.42
215,40.89
319,59.65
90,32.62
289,56.12
136,35.0
78,36.29
293,43.21
435,71.73
10,23.15
253,44.32
570,349.6
110,32.54
286,52.35
146,39.16
479,122.95
270,44.15
400,64.66
95,35.14
997,3617.7
813,1775.16
52,34.11
686,886.95
262,49.25
731,1147.83
161,35.04
202,43.3
106,32.93
769,1430.71
484,140.26
23,24.19
91,27.25
324,51.24
13,23.6
114,34.56
186,28.22
658,726.84
100,27.89
38,27.41
96,32.16
10,27.75
640,634.49
344,55.07
26,20.86
60,23.25
337,49.76
194,43.71
162,45.75
1052,4306.16
569,350.58
141,40.39
323,56.78
92,35.75
50,23.78
96,37.95
67,27.93
64,36.62
99,32.03
20,25.14
132,24.97
673,809.96
449,85.9
162,36.76
91,34.09
75,25.08
13,23.95
63,32.93
402,54.51
55,23.88
76,32.49
50,36.01
334,51.52
127,46.43
329,48.86
107,40.11
243,45.77
42,30.28
440,74.3
188,41.59
486,136.52
672,805.04
1162,5865.32
735,1179.96
357,62.19
245,41.1
26,26.22
153,33.39
441,70.5
10,28.29
52,35.78
303,889.08
155,41.8
160,38.49
44,19.54
147,40.41
314,44.96
414,55.32
32,19.75
458,1443.63
86,35.26
158,32.73
142,37.09
410,60.62
11,28.92
390,51.9
1029,4005.93
26,20.05
10,27.75
549,276.96
297,48.13
167,40.7
357,49.92
10,22.34
12,25.54
466,105.09
648,673.34
331,54.51
211,47.93
118,25.52
555,296.85
193,36.32
130,38.93
671,795.85
163,37.58
362,55.62
384,60.78
270,43.74
364,52.13
384,56.46
101,25.97
454,93.12
61,28.42
1189,6286.06
166,41.34
64,25.83
91,33.06
59,30.44
390,60.72
685,865.94
71,33.65
130,33.01
358,53.8
47,25.47
36,26.61
288,51.94
307,46.37
113,38.25
276,1230.55
387,57.97
115,37.06
396,52.18
129,29.78
10,36.51
109,23.53
218,44.42
118,52.86
257,36.28
833,1929.11
935,2929.2
128,39.36
452,90.39
58,34.04
795,1620.48
86,29.95
125,41.94
11,23.49
38,30.49
10,26.01
14,28.96
837,1969.6
79,29.76
696,939.63
101,31.7
110,34.79
12,26.35
76,32.98
780,1501.2
102,30.99
127,27.93
211,43.67
91,23.6
1342,8938.69
131,37.0
193,38.15
407,59.18
103,35.6
478,127.69
49,26.57
35,32.94
498,162.07
47,22.58
205,43.89
208,41.23
100,31.83
1500,12161.1
125,34.69
1206,6558.1
202,33.61
366,52.65
337,49.62
22,27.7
298,54.37
330,50.11
183,31.16
108,39.53
569,341.73
15,29.77
38,31.52
89,29.65
244,45.63
274,44.07
50,31.77
291,55.84
199,36.16
10,20.49
263,1305.0
449,80.32
185,45.39
14,17.64
208,32.66
155,42.25
63,31.4
67,39.44
133,42.5
90,38.05
149,40.17
438,75.36
323,56.2
126,40.87
804,1700.64
208,44.72
305,52.12
101,33.46
492,144.0
520,200.91
134,41.35
102,41.18
1500,12162.45
368,53.66
47,37.22
90,33.11
258,52.27
104,38.28
643,655.36
211,47.63
288,47.61
52,39.22
152,34.8
450,83.9
132,32.91
185,42.76
1331,8727.8
69,29.65
453,101.81
140,34.05
558,311.38
1500,12157.06
420,65.84
223,43.63
623,565.74
115,39.28
989,3532.23
1099,4945.95
417,65.59
258,39.49
50,34.95
161,44.94
432,63.15
449,86.88
112,34.27
45,26.56
281,50.73
538,251.33
130,33.3
268,43.68
332,46.07
195,47.33
29,22.62
285,44.07
857,2145.22
136,27.45
46,35.96
135,44.11
353,56.34
798,1646.5
203,42.62
200,35.8
186,40.1
542,900.68
98,26.76
212,39.4
194,39.92
615,519.28
340,56.02
1483,11789.58
172,41.33
460,93.81
309,58.17
650,675.03
48,32.49
71,33.33
171,40.76
180,42.93
339,52.71
149,44.31
962,3209.77
395,56.02
10,20.21
256,46.75
231,45.28
393,58.89
236,47.26
60,21.04
71,36.47
46,24.97
574,368.23
221,49.25
659,734.11
199,40.46
128,38.13
675,820.72
446,77.43
159,43.65
286,47.72
438,70.43
184,1457.23
53,29.26
86,36.04
10,25.47
694,923.63
145,26.79
63,23.85
10,25.8
547,273.5
31,23.81
57,25.59
196,48.6
66,35.45
240,46.46
123,26.07
35,19.07
10,33.57
447,92.73
46,32.77
264,46.28
428,70.01
150,33.08
268,47.45
442,84.1
1275,7713.81
106,37.08
114,35.98
33,32.31
205,44.99
22,32.22
168,41.12
42,35.58
168,38.77
572,352.82
831,1923.28
141,34.38
1061,4428.47
291,53.56
127,32.53
193,38.65
114,45.02
387,53.35
238,47.62
39,27.76
10,23.71
606,482.15
630,585.98
148,39.85
282,53.27
551,292.36
213,43.07
200,40.99
613,509.44
331,52.72
199,44.16
134,33.43
117,28.7
228,38.14
649,676.39
217,30.95
18,27.11
195,32.44
615,512.44
350,52.98
114,36.84
117,32.29
56,40.5
197,37.82
58,32.77
103,33.29
148,34.44
68,26.47
148,848.69
32,29.84
258,47.77
68,31.1
718,1078.74
237,39.94
271,54.63
843,2018.66
61,40.95
331,58.4
183,43.46
24,22.99
757,1336.97
919,2758.09
102,29.72
76,31.72
269,47.12
77,35.19
107,33.99
100,28.0
368,57.84
1087,4786.28
242,49.29
364,50.8
200,42.62
10,34.85
42,30.4
62,29.86
271,52.31
119,32.03
441,69.66
896,2528.84
782,1524.02
342,53.45
10,25.56
174,38.7
143,39.43
54,33.5
328,51.28
96,33.42
142,29.11
199,42.21
267,49.34
35,22.94
577,375.37
187,39.64
112,38.96
545,266.79
58,20.59
26,24.97
17,23.09
114,32.22
398,57.01
150,41.37
10,21.3
101,35.75
10,26.32
481,123.03
315,59.41
145,35.27
103,29.49
310,55.55
114,34.79
729,1146.79
354,54.44
30,29.38
85,34.6
121,30.45
518,195.75
65,39.32
152,34.53
705,990.07
368,55.62
178,39.95
231,42.55
717,1069.32
1338,8866.58
29,27.65
250,48.87
138,37.47
58,27.15
98,33.99
224,48.15
1500,12162.31
634,606.07
1500,12163.08
780,2628.34
767,1410.0
227,35.22
272,44.34
112,40.91
354,49.68
61,33.7
446,84.46
108,28.74
707,1002.57
151,34.55
168,38.01
107,29.91
162,39.85
548,276.64
10,28.1
54,31.46
125,33.37
272,42.95
157,36.92
105,28.79
153,38.03
83,32.53
544,264.06
754,1310.65
473,115.19
796,1626.33
848,2062.46
1500,12163.76
135,45.76
135,29.68
237,51.3
679,834.69
269,30.43
161,38.78
142,37.13
47,28.02
13,28.25
121,39.1
787,1544.67
334,44.22
119,37.2
652,692.19
400,54.65
50,23.24
99,32.79
231,42.87
118,44.3
11,23.83
169,44.01
588,414.76
237,45.42
81,36.44
522,204.96
113,29.57
331,54.89
68,30.89
222,37.2
1065,5272.96
231,45.92
552,296.17
46,27.77
110,26.6
127,31.88
641,640.29
647,674.32
110,33.7
48,34.33
213,51.55
139,37.43
56,27.55
223,40.92
247,48.15
10,30.47
57,29.68
349,56.94
140,42.23
488,140.57
31,26.64
300,47.33
27,29.08
142,40.05
80,30.02
277,49.22
28,33.21
518,206.03
99,39.86
390,52.24
761,1361.53
74,33.44
865,2217.0
139,32.47
80,44.26
105,38.88
182,39.74
107,29.88
92,21.25
555,301.33
407,56.39
10,27.42
449,88.27
132,37.04
100,30.62
156,36.17
1382,9703.35
171,36.91
123,39.3
721,1094.24
25,27.26
31,20.74
190,41.02
93,38.59
54,28.82
97,28.53
570,350.56
163,39.81
560,316.01
1177,6098.55
210,40.7
420,61.63
212,36.12
205,40.67
311,50.57
442,84.38
253,45.24
433,66.64
587,409.45
781,1500.94
952,3101.42
1010,3780.48
39,32.49
206,40.73
554,296.53
628,577.89
187,31.55
84,32.87
95,35.34
10,30.12
151,36.25
193,45.21
60,22.58
132,35.44
10,19.02
262,37.94
716,1055.23
690,904.51
377,48.16
769,1409.67
601,460.76
42,20.45
322,54.74
45,32.07
86,27.05
697,941.31
615,527.69
290,52.22
662,745.92
27,18.64
168,28.95
40,34.48
70,36.51
205,35.37
39,30.2
480,130.46
378,54.47
692,910.04
137,39.67
491,145.17
54,30.83
410,70.29
69,36.28
57,25.89
246,45.32
500,161.01
10,24.97
27,22.58
104,35.44
701,969.42
577,374.99
74,35.49
629,589.8
844,2032.81
341,47.07
36,25.25
219,33.3
1031,4039.15
1021,3916.15
792,1600.24
729,1148.43
246,35.72
154,40.68
66,25.63
195,43.7
438,78.42
220,56.46
58,33.28
709,1014.41
548,282.49
681,842.55
36,27.6
195,45.69
330,42.97
141,32.11
38,27.55
537,240.71
295,46.41
211,42.1
134,39.83
807,1722.58
109,30.41
230,46.78
119,43.24
960,3190.53
98,30.46
338,64.93
532,238.57
157,42.46
26,24.56
44,26.28
142,47.79
139,36.32
304,51.99
22,30.82
316,41.95
174,44.44
75,34.12
458,93.95
474,1457.65
425,57.91
390,48.5
121,36.47
645,654.76
10,891.7
645,659.01
491,143.19
423,69.62
61,32.1
722,1102.75
718,1072.41
768,1416.87
208,48.66
60,36.83
85,30.55
744,1246.16
614,523.21
145,33.22
140,35.59
32,31.12
179,37.26
99,29.6
51,28.19
69,36.28
45,34.03
101,23.43
116,29.38
201,41.31
30,26.71
236,32.27
587,422.46
976,3371.76
95,27.36
457,95.34
869,2264.37
74,34.7
112,28.54
211,44.57
15,26.36
504,170.42
57,33.77
491,144.09
57,25.15
34,28.6
591,414.88
150,37.12
368,58.03
480,129.28
142,30.15
217,54.09
1080,4679.67
956,3148.96
17,31.19
218,38.59
412,62.94
34,26.03
461,103.74
297,49.01
205,34.2
500,164.79
1097,4914.81
1079,4674.84
336,56.17
44,17.89
19,24.86
229,43.2
708,1016.35
787,1553.01
255,45.16
357,53.67
355,51.59
229,45.29
831,1925.59
110,32.1
26,32.12
199,37.53
814,1773.54
123,30.14
749,1270.91
624,563.74
12,23.85
124,36.54
81,29.69
814,1768.86
1067,4506.4
69,26.77
200,35.38
377,53.23
464,97.63
176,42.55
321,54.98
39,30.8
65,27.2
342,43.5
832,1919.6
37,28.19
334,52.29
20,28.12
534,233.55
112,37.38
1104,5016.16
161,30.0
30,30.64
562,317.66
10,29.64
524,214.71
10,24.87
126,40.01
106,29.07
199,41.46
708,1016.74
996,3606.73
16,29.55
462,105.54
445,85.04
337,52.69
221,38.84
1213,6666.04
791,1588.57
10,27.28
41,27.79
163,34.58
294,48.55
236,45.68
42,28.69
697,942.77
211,38.29
71,35.59
139,34.44
539,255.35
101,22.21
900,2558.3
261,968.42
231,48.22
19,28.25
25,20.52
10,24.56
413,59.4
262,53.01
48,20.23
206,36.7
514,190.29
246,48.34
26,26.92
53,36.02
86,27.71
537,247.65
149,32.67
969,3302.99
19,20.58
197,41.47
37,23.49
183,41.45
108,34.55
20,28.76
381,59.69
661,744.96
333,48.91
797,1633.6
432,70.74
435,76.54
96,36.02
437,80.16
226,36.57
64,32.74
785,1541.42
432,70.32
194,39.9
686,881.73
22,25.92
98,24.57
27,1000.01
146,39.55
166,41.01
955,3137.31
1219,6764.52
126,1037.27
90,35.0
253,46.42
382,60.5
31,34.18
815,1774.55
270,47.41
683,863.94
231,55.13
157,37.13
88,29.94
801,1674.01
153,45.25
71,31.47
415,59.16
106,33.61
409,58.88
223,44.5
460,103.4
746,1250.34
398,60.16
640,634.26
40,30.79
54,34.19
161,48.28
138,35.76
323,47.85
127,32.7
933,2895.77
172,41.16
163,34.28
367,48.8
135,34.83
30,22.5
218,48.29
214,31.49
200,34.43
143,35.8
722,1087.92
38,27.01
399,51.34
298,53.39
274,45.83
390,55.45
297,47.3
10,25.53
260,47.42
179,27.29
203,45.13
17,24.06
1032,4044.57
647,673.14
10,31.71
399,52.03
227,45.52
1185,6220.97
104,28.38
484,123.34
431,71.11
778,1489.98
10,31.89
16,22.55
391,49.27
182,45.56
183,46.24
179,47.01
39,28.06
215,33.33
126,29.42
22,23.06
50,29.14
23,28.69
125,35.86
563,329.14
610,503.17
157,51.12
614,519.03
213,46.86
63,21.78
19,28.0
404,67.81
10,17.08
282,47.72
533,233.05
540,249.92
463,99.49
174,33.02
475,116.59
235,51.41
248,39.13
134,39.47
488,146.0
763,1369.05
213,33.01
366,47.55
252,53.88
416,61.42
55,29.19
440,74.4
300,55.68
180,38.49
43,28.74
340,45.46
728,1136.64
344,55.83
107,32.07
15,24.65
84,34.15
25,22.39
891,2465.02
1057,4376.55
175,41.09
114,33.23
474,113.62
40,26.33
188,46.32
140,36.23
79,29.38
44,22.93
58,21.65
260,44.23
884,2406.23
232,43.38
28,29.93
185,39.48
124,36.53
192,30.56
34,26.53
116,28.55
121,42.61
30,28.8
515,192.16
54,34.0
223,43.58
42,30.53
10,28.1
212,35.0
515,192.34
252,51.19
71,28.93
299,49.86
274,45.73
174,36.47
255,48.96
199,49.04
432,71.74
26,22.37
360,52.5
585,395.48
44,26.32
127,39.97
362,53.22
18,24.62
117,30.97
205,38.57
734,1176.81
208,33.26
116,32.28
157,39.45
175,28.05
405,56.18
563,323.1
54,23.94
113,34.41
68,23.26
804,1692.54
817,1793.95
49,39.39
274,44.37
419,62.88
485,145.07
402,67.86
176,43.7
60,26.15
13,34.74
38,27.38
26,22.6
333,53.22
281,43.82
10,28.0
204,45.41
396,59.38
690,898.74
667,779.48
140,40.9
181,35.99
580,379.81
147,32.67
267,50.45
863,2206.01
829,1899.12
187,38.89
28,25.28
140,33.5
274,46.0
104,34.18
312,52.0
370,66.75
1475,11620.76
710,1020.36
170,37.72
329,59.36
264,49.55
717,1064.09
427,62.72
114,33.64
244,53.46
10,29.66
43,21.83
164,48.71
66,35.23
26,37.27
12,30.15
1078,4655.32
232,51.55
143,39.06
234,44.25
91,27.5
430,75.83
261,55.69
373,52.02
667,768.37
211,41.59
1500,12155.12
516,197.97
10,24.37
10,17.76
24,24.24
126,42.27
1267,7568.13
308,40.41
163,32.42
76,24.48
769,1424.36
475,113.9
1362,9310.63
674,813.82
132,40.88
288,48.64
343,48.66
362,57.96
93,36.3
582,397.53
14,30.31
474,124.61
27,23.6
610,501.0
122,31.91
96,40.4
69,31.78
42,19.28
92,30.41
183,37.17
22,25.81
46,28.21
10,21.9
183,47.3
765,1397.68
536,241.46
37,13.26
54,21.32
286,42.53
314,39.87
35,36.39
52,26.79
914,2701.49
13,23.05
19,21.01
260,39.8
177,52.57
66,27.08
658,735.89
497,153.57
775,1468.45
599,447.76
161,38.05
292,48.6
194,40.66
107,27.11
180,42.18
441,83.45
916,2721.5
1416,10385.1
841,1999.14
10,20.76
402,58.11
472,110.63
166,39.44
449,82.64
614,528.17
22,25.66
783,1538.14
192,43.01
18,18.35
817,1795.69
305,51.68
343,54.36
21,26.77
268,52.88
163,36.24
101,34.27
82,29.29
393,52.77
289,39.95
164,40.88
100,35.86
287,44.88
10,27.41
130,25.73
63,34.07
40,22.19
196,46.69
610,496.39
24,18.42
53,26.66
663,752.05
34,27.92
238,48.83
234,43.06
238,34.55
63,29.2
1500,12157.59
492,141.38
280,39.7
797,1649.68
190,42.74
201,35.04
215,36.07
186,33.61
490,135.87
11,19.53
733,1166.57
1223,6831.02
838,1973.01
77,37.57
60,37.96
458,97.41
44,32.38
205,43.2
53,40.61
46,38.1
399,62.94
222,39.78
568,348.09
32,30.4
75,35.09
438,76.43
194,45.04
177,41.7
753,1313.71
27,25.89
662,743.39
1500,12163.06
148,43.97
193,41.72
470,109.83
299,54.95
333,57.98
643,650.98
445,70.03
10,18.84
409,59.24
364,59.33
120,29.1
11,25.37
27,21.29
520,199.25
56,37.41
114,38.32
255,44.15
297,56.33
242,40.51
804,1682.6
1299,8139.57
55,38.35
126,950.47
59,25.45
313,52.82
93,37.01
161,38.21
209,36.97
1500,12175.33
89,30.88
20,22.4
139,34.73
275,38.78
236,40.02
961,3208.17
210,42.39
10,30.49
1282,7847.11
52,20.85
185,38.53
1500,12159.14
114,23.87
256,39.02
192,46.64
14,21.56
29,30.02
96,29.27
27,25.12
539,240.02
245,41.98
90,26.1
280,42.67
130,38.06
445,82.42
387,52.43
227,41.37
219,37.01
272,53.46
189,34.2
10,28.07
38,24.61
427,62.67
31,26.78
387,58.89
307,52.74
918,2742.96
92,33.36
572,351.64
530,227.77
16,35.8
256,55.0
88,39.55
379,56.15
540,258.43
148,38.15
121,23.59
1036,4107.74
295,44.8
156,29.66
242,41.78
184,42.95
154,26.78
587,400.85
246,47.42
168,37.18
186,40.1
497,151.77
569,351.38
411,58.78
365,51.7
348,49.21
17,15.16
761,1359.47
216,43.43
25,27.13
311,48.57
166,30.42
526,208.15
135,33.99
407,62.64
10,20.52
518,201.85
326,43.88
196,43.14
301,42.23
541,260.33
31,32.41
277,49.03
158,41.69
908,2645.17
107,33.05
23,22.79
156,31.7
113,34.36
102,36.86
398,58.44
222,31.77
769,1420.11
165,35.21
246,49.13
593,439.12
235,41.63
131,33.51
26,13.37
81,35.9
37,32.5
979,3410.67
19,27.63
195,42.2
265,44.67
317,39.98
127,34.49
180,42.13
453,89.4
24,22.75
190,43.69
63,29.59
158,26.58
108,33.66
133,34.22
187,44.81
844,2035.35
50,33.21
228,40.49
294,47.16
117,28.64
146,37.24
722,1096.74
64,24.75
58,38.05
10,26.02
297,49.94
101,36.28
531,234.53
1013,3821.42
328,47.29
435,72.57
10,23.9
196,51.1
13,17.3
63,28.77
326,48.75
332,57.68
366,56.29
69,25.93
10,19.51
459,97.82
286,51.74
431,76.9
399,54.14
449,1564.74
1387,9802.71
116,28.44
15,27.56
366,50.81
90,25.53
216,40.69
342,44.23
10,33.43
156,30.8
343,49.25
202,42.24
12,28.34
185,39.8
298,50.85
104,28.11
10,23.1
287,51.28
1025,3980.13
169,34.36
298,50.24
171,45.11
92,37.45
323,44.93
101,39.81
85,41.43
229,42.03
189,48.09
646,658.93
156,40.42
196,46.04
418,59.24
805,1694.34
347,55.29
810,1747.48
609,497.61
281,43.85
1500,12167.74
150,38.25
175,40.13
46,25.23
399,61.75
38,23.9
66,32.39
320,46.62
161,38.58
742,1223.18
65,30.92
376,54.84
468,101.79
197,41.44
95,25.7
822,1845.02
170,38.9
487,132.65
154,41.42
169,28.7
236,49.52
175,37.13
316,44.66
1496,12077.92
390,54.72
31,26.21
578,383.33
118,36.57
10,26.51
18,27.34
488,144.11
216,38.37
495,149.2
884,2392.49
444,81.64
251,49.55
28,31.85
52,34.8
312,45.55
436,79.25
45,31.94
360,55.71
374,53.27
516,190.83
377,64.68
10,29.44
317,42.61
10,30.82
101,27.58
125,34.96
82,33.02
120,33.96
116,34.08
156,39.49
347,46.88
205,41.86
39,26.06
337,54.35
91,30.37
111,34.77
153,40.19
270,39.55
316,49.17
185,42.76
43,30.97
145,40.06
15,30.1
14,24.93
300,50.62
146,38.68
250,39.74
23,22.97
207,51.91
1364,9352.43
240,49.59
199,38.37
607,492.9
89,28.04
332,51.16
165,30.22
209,46.46
31,29.42
107,33.2
119,39.53
203,49.06
99,27.74
95,32.39
164,37.74
798,1646.77
44,30.4
1500,12165.55
55,28.0
52,29.11
457,96.17
81,35.22
42,22.52
36,31.19
235,40.31
377,51.64
10,17.13
121,31.4
131,22.19
821,1833.35
239,40.71
118,39.06
95,33.79
53,26.46
574,350.62
132,28.1
99,33.96
523,205.83
112,33.37
769,1417.5
277,39.96
341,65.96
1446,10988.67
377,54.71
15,27.34
24,14.25
38,31.47
813,1769.33
125,30.52
10,22.62
210,42.39
764,1378.98
27,19.59
31,30.02
230,40.25
194,42.31
224,38.43
823,1844.55
283,47.04
163,34.41
372,54.88
43,30.53
374,58.29
182,32.18
64,25.45
38,33.35
422,69.81
35,26.27
112,28.37
145,32.52
324,56.07
71,24.12
163,37.87
267,43.74
57,32.62
320,44.29
58,29.18
210,39.81
122,36.07
164,37.42
200,47.4
525,219.94
124,28.8
858,2155.28
153,39.98
1318,8489.86
206,38.16
146,37.02
152,40.34
221,42.38
425,61.73
1091,4832.11
208,35.11
15,27.06
896,2517.88
985,3478.68
167,38.37
240,48.8
148,37.37
229,40.84
700,963.29
265,43.01
526,225.13
390,49.55
188,40.79
131,31.08
984,3477.2
138,34.36
202,33.19
65,27.59
684,860.5
584,395.32
185,38.82
358,54.21
10,25.99
400,63.25
417,67.55
430,63.56
69,19.94
118,37.87
432,71.71
197,41.79
41,24.34
626,571.34
611,518.58
260,46.91
774,1455.33
37,23.49
519,195.39
276,53.45
143,33.25
192,48.22
82,33.06
144,35.41
204,44.4
269,44.72
150,34.64
152,39.88
1037,4113.56
21,25.85
101,1281.6
460,98.0
38,34.92
10,22.18
256,48.56
738,1208.91
207,39.99
39,25.01
665,761.06
198,44.14
436,81.29
163,38.78
403,75.29
515,197.03
82,22.89
127,21.56
389,51.03
70,39.6
176,48.08
558,308.07
300,51.67
215,41.6
234,46.64
10,25.65
60,32.96
420,52.37
245,41.62
80,28.46
460,93.08
292,45.52
32,23.02
330,54.08
1092,4845.91
379,45.51
434,75.87
1500,12151.68
10,33.33
157,37.26
453,83.89
328,48.51
38,28.72
464,101.78
455,84.06
269,41.92
667,775.35
188,32.9
99,33.44
401,66.23
68,31.06
188,34.49
43,25.04
574,360.38
130,31.08
114,34.65
280,44.52
648,672.37
367,54.55
355,62.77
311,51.26
25,34.09
22,27.34
181,35.03
48,29.01
25,30.4
148,36.83
673,798.64
215,33.91
250,54.57
289,54.16
736,1191.15
227,44.09
191,38.75
140,33.77
164,34.82
181,33.65
423,61.07
15,18.39
246,40.68
145,28.0
995,3603.32
97,37.11
848,2064.17
105,33.38
10,32.57
294,47.99
330,49.35
297,44.41
727,1131.57
407,69.19
10,30.47
144,26.61
1500,12153.91
118,34.98
406,59.27
111,36.94
35,30.62
498,158.89
341,53.89
269,814.38
728,1137.8
54,32.17
141,35.31
92,40.81
139,38.07
165,38.76
318,42.81
344,48.96
326,53.22
35,27.96
88,33.5
315,52.27
1500,12159.2
134,30.11
400,68.56
83,26.46
875,2320.64
639,631.43
386,49.6
792,1597.73
528,221.05
401,60.97
134,38.45
163,40.64
380,57.54
1500,12162.81
103,45.55
282,47.1
60,35.09
141,31.0
305,55.89
226,39.05
42,29.41
196,49.5
619,550.11
385,62.76
44,26.81
34,29.34
562,331.09
619,530.7
219,54.32
148,36.52
147,37.85
702,970.28
486,135.98
198,31.77
32,24.35
14,28.2
443,72.29
458,89.96
1106,5046.93
413,68.07
232,40.59
66,36.66
32,29.86
43,26.85
287,52.48
73,39.22
131,38.5
292,56.02
242,37.64
295,43.31
31,26.76
69,24.42
100,27.39
326,54.37
99,34.86
236,43.32
95,36.44
620,544.33
232,40.15
134,35.49
465,99.78
1226,6889.27
442,71.24
563,324.22
43,33.34
406,58.6
423,69.5
331,45.86
77,30.09
10,37.54
275,47.89
108,45.24
455,90.92
51,28.16
148,38.92
1097,4915.05
435,76.53
74,29.33
188,43.71
342,55.56
445,74.11
1069,4536.52
249,41.68
655,699.87
1500,12152.55
10,25.72
1358,9238.97
945,3040.8
528,226.32
537,242.59
236,44.49
590,425.39
499,159.67
150,27.75
176,44.81
119,29.49
436,76.33
96,37.49
271,45.49
80,37.21
1402,10101.43
118,28.72
18,30.88
81,30.49
512,187.18
516,191.06
31,39.93
925,2800.93
127,41.38
58,29.34
107,978.71
115,31.58
127,37.83
135,42.72
233,43.63
1221,6792.54
38,28.81
444,74.74
306,49.34
139,36.44
115,888.05
206,40.04
385,52.45
245,47.21
62,34.27
283,46.54
290,46.38
918,2742.1
286,52.49
104,40.3
269,51.7
116,28.91
308,43.75
186,39.24
22,21.35
456,89.59
43,30.43
227,38.51
290,46.88
154,31.42
59,30.92
136,30.64
984,3463.93
133,24.0
88,30.39
390,57.76
150,39.36
167,41.91
93,41.64
366,55.22
88,36.5
634,608.2
15,31.39
488,140.7
175,39.68
180,34.69
148,40.12
92,26.29
365,55.82
766,1396.06
690,898.36
879,2356.46
356,50.09
255,43.72
234,35.9
260,51.21
73,19.96
76,39.95
125,31.84
78,17.69
18,28.51
78,28.84
78,31.77
118,25.27
437,74.99
245,45.09
501,159.08
367,50.37
144,39.19
467,109.14
46,27.1
568,344.64
64,34.27
95,22.3
1086,4770.86
23,35.46
62,27.48
332,45.34
10,22.63
191,36.05
200,45.2
530,221.97
691,904.83
875,2323.51
520,201.81
190,36.98
117,38.07
14,36.97
411,63.61
400,62.22
196,43.48
126,29.09
486,135.47
16,28.37
181,43.01
115,31.07
660,723.91
1064,4470.46
170,37.86
971,3318.77
488,133.05
12,25.82
240,49.46
144,46.55
609,490.87
406,56.37
41,29.79
251,48.87
651,688.24
647,666.36
81,34.8
149,42.47
179,41.96
313,43.43
99,41.54
295,53.8
80,29.02
10,31.34
203,40.51
223,47.15
86,38.69
138,35.04
400,58.97
155,33.8
295,59.37
1336,8828.09
309,47.68
132,37.53
278,46.93
62,30.3
170,41.89
56,35.45
548,281.7
40,28.57
42,24.03
56,30.9
49,22.7
300,47.87
200,35.04
306,50.99
31,37.26
167,36.79
216,43.46
223,31.38
262,45.05
10,18.63
266,43.89
946,3047.83
301,52.74
669,781.79
135,36.91
546,277.76
50,35.74
61,28.67
494,155.5
217,41.17
752,1311.54
569,339.25
93,30.08
625,569.82
760,1356.92
296,44.26
45,22.31
22,27.49
1060,4414.31
258,33.44
28,26.03
492,1175.0
194,37.75
49,24.96
190,35.76
235,49.14
256,55.39
315,52.74
1008,3755.96
476,123.59
142,39.28
143,31.2
35,33.01
279,49.35
166,36.13
778,1479.59
10,731.66
550,281.42
140,32.3
151,37.7
547,276.88
565,329.52
382,52.78
15,33.31
59,30.01
337,53.12
377,56.95
340,57.1
32,17.29
797,1634.1
85,29.45
31,19.23
10,22.17
297,43.84
1050,4286.41
22,29.19
10,26.83
130,41.9
293,45.62
405,59.39
161,42.47
531,231.14
72,33.21
357,50.18
113,32.46
248,42.96
143,35.66
52,29.42
240,46.85
39,26.23
89,33.12
73,35.45
425,59.86
126,36.73
139,35.25
538,249.9
16,30.72
66,28.69
149,36.79
834,1953.39
16,24.37
73,33.32
363,56.12
339,52.31
715,1051.26
1100,4966.45
137,38.95
633,611.29
611,510.33
1248,7246.18
84,25.34
252,42.28
96,25.19
282,47.6
331,55.87
655,700.07
216,34.86
656,713.67
95,38.07
546,274.97
376,58.76
293,50.45
529,220.29
543,264.22
268,49.25
93,31.46
205,42.43
430,71.85
661,740.64
168,42.69
10,25.06
40,37.32
154,38.25
187,41.69
118,31.04
207,43.09
135,33.03
151,38.07
600,456.23
10,27.73
101,34.05
22,20.81
664,761.68
147,36.45
244,51.56
441,81.69
353,57.59
199,35.66
22,25.56
1311,8360.9
33,26.21
243,38.6
107,38.24
255,46.26
502,162.56
235,44.58
10,21.1
324,55.2
232,48.3
61,27.55
148,37.47
166,33.97
557,308.16
218,40.32
229,46.41
123,47.78
847,2057.34
280,44.27
133,36.87
355,51.4
159,36.62
93,24.04
461,104.9
294,58.47
202,40.2
897,2533.46
518,201.34
10,26.1
435,80.6
186,48.17
172,37.64
130,38.45
57,26.36
639,629.99
151,40.84
491,148.3
102,33.07
68,37.11
126,35.34
616,529.31
342,47.15
205,37.34
905,2613.7
283,47.71
322,46.85
183,34.7
151,44.27
58,32.35
438,74.6
807,1715.1
40,19.96
289,49.56
105,28.22
149,32.22
67,22.55
158,39.59
195,47.29
1500,12160.9
81,30.93
863,2206.04
642,639.01
590,416.74
324,42.97
62,22.76
116,27.21
51,24.9
49,24.1
315,52.12
114,31.36
266,44.96
