Transaction_ID,IP_Address,Transaction_Amount,Hours_Since_Login,Transaction_Status,Is_Fraud
TXN_11556,10.251.107.97,2403.14,5.79,Completed,0
TXN_11557,172.21.99.190,423.6,2.74,Completed,0
TXN_11558,172.31.172.240,44.14,16.07,Completed,0
TXN_11559,45.73.196.144,310.35,12.03,Completed,0
TXN_11560,45.104.123.67,206.09,12.36,Completed,0
TXN_11561,172.22.193.147,261.0,9.32,Completed,0
TXN_11562,172.17.55.52,4561.99,3.0,Completed,0
TXN_11563,172.18.51.217,96.6,14.59,Completed,0
TXN_11564,45.76.123.90,78.54,11.25,Completed,0
TXN_11565,10.230.63.108,36.35,13.91,Completed,0
TXN_11566,172.23.95.185,55.2,14.74,Completed,0
TXN_11567,45.248.47.169,111.98,7.97,Completed,0
TXN_11568,45.167.176.205,201.02,6.45,Completed,0
TXN_11569,10.145.230.228,49.09,0.24,Completed,0
TXN_11570,172.31.68.168,303.86,0.82,Completed,0
TXN_11571,45.148.132.96,1900.2,4.27,Completed,0
TXN_11572,10.121.125.152,259.17,6.99,Completed,0
TXN_11573,45.204.102.165,153.67,0.31,Completed,0
TXN_11574,45.57.192.251,82.53,39.9,Completed,0
TXN_11575,10.91.199.187,184.16,22.93,Completed,0
TXN_11576,10.131.38.36,44.24,1.17,Completed,0
TXN_11577,10.230.92.29,6.34,0.65,Completed,0
TXN_11578,10.14.80.135,1143.13,4.96,Completed,0
TXN_11579,10.66.102.196,759.34,4.69,Completed,0
TXN_11580,10.51.54.228,7.77,11.9,Completed,0
TXN_11581,172.21.27.121,461.32,2.48,Completed,0
TXN_11582,45.223.193.126,266.83,13.51,Completed,0
TXN_11583,172.27.225.115,15044.5,5.41,Completed,0
TXN_11584,10.49.114.249,137.65,11.87,Completed,0
TXN_11585,172.27.144.13,257.39,2.05,Completed,0
TXN_11586,172.20.42.240,1259.16,0.65,Completed,0
TXN_11587,10.115.131.198,60.54,0.19,Completed,0
TXN_11588,10.100.119.35,53.84,26.55,Completed,0
TXN_11589,172.21.39.46,6.33,9.7,Completed,0
TXN_11590,10.57.41.48,264.93,6.76,Completed,0
TXN_11591,45.58.77.72,84.74,6.12,Completed,0
TXN_11592,172.21.243.96,97.87,8.8,Completed,0
TXN_11593,172.30.88.216,45.53,6.5,Completed,0
TXN_11594,10.116.209.75,164.13,1.36,Completed,0
TXN_11595,45.171.145.7,19.79,9.79,Completed,0
TXN_11596,45.32.227.231,231.85,37.76,Completed,0
TXN_11597,45.245.149.98,683.36,16.44,Completed,0
TXN_11598,45.136.13.228,13.92,1.99,Completed,0
TXN_11599,45.227.237.74,166.75,9.31,Completed,0
TXN_11600,45.106.153.249,272.15,12.75,Completed,0
TXN_11601,192.168.0.54,53.12,1.67,Blocked,1
TXN_11602,45.134.227.247,148.16,12.5,Completed,0
TXN_11603,172.26.151.30,338.34,7.38,Completed,0
TXN_11604,172.25.80.23,83.84,0.73,Completed,0
TXN_11605,45.140.69.11,401.33,11.94,Completed,0
TXN_11606,172.19.241.61,132.29,10.0,Completed,0
TXN_11607,10.213.198.22,198.14,4.08,Completed,0
TXN_11608,45.44.193.131,110.15,16.41,Completed,0
TXN_11609,10.151.20.16,3209.37,13.32,Completed,0
TXN_11610,10.167.83.89,25.07,5.97,Completed,0
TXN_11611,172.22.26.36,155.07,6.56,Completed,0
TXN_11612,192.168.0.62,2490.83,11.7,Under_Review,1
TXN_11613,172.31.37.89,1024.73,17.86,Completed,0
TXN_11614,10.223.79.100,863.5,5.22,Completed,0
TXN_11615,45.26.16.122,12.58,5.36,Completed,0
TXN_11616,45.6.199.138,699.6,10.93,Completed,0
TXN_11617,172.25.12.164,736.7,12.09,Completed,0
TXN_11618,10.171.67.186,544.31,5.23,Completed,0
TXN_11619,172.26.196.17,182.37,8.75,Completed,0
TXN_11620,172.31.162.90,1558.44,5.59,Completed,0
TXN_11621,45.83.149.94,124.15,18.04,Completed,0
TXN_11622,172.17.47.165,20.79,0.01,Completed,0
TXN_11623,172.29.19.155,1706.1,12.99,Completed,0
TXN_11624,45.48.41.175,156.5,6.18,Completed,0
TXN_11625,10.81.160.182,6.91,2.78,Completed,0
TXN_11626,10.214.223.104,169.26,6.89,Completed,0
TXN_11627,10.153.222.92,217.8,27.68,Completed,0
TXN_11628,10.220.170.234,1318.71,6.06,Completed,0
TXN_11629,10.22.13.254,1049.81,8.49,Completed,0
TXN_11630,10.44.47.181,123.96,13.3,Completed,0
TXN_11631,192.168.0.2,390.12,1.49,Chargeback,1
TXN_11632,172.25.167.216,305.12,3.09,Completed,0
TXN_11633,10.198.69.70,127.18,3.01,Completed,0
TXN_11634,10.161.166.196,268.42,7.0,Completed,0
TXN_11635,172.17.243.17,1585.49,30.55,Completed,0
TXN_11636,10.122.229.186,494.49,1.96,Completed,0
TXN_11637,10.25.91.128,512.27,9.65,Completed,0
TXN_11638,45.250.193.23,70.93,4.31,Completed,0
TXN_11639,45.41.186.169,44.85,0.08,Completed,0
TXN_11640,10.113.219.83,116.09,7.23,Completed,0
TXN_11641,45.204.206.22,126.13,2.02,Completed,0
TXN_11642,172.27.221.37,51.24,23.2,Completed,0
TXN_11643,45.203.11.56,195.39,35.72,Completed,0
TXN_11644,10.150.215.239,95.51,20.14,Completed,0
TXN_11645,172.25.23.71,366.48,12.82,Completed,0
TXN_11646,10.92.34.150,506.07,12.94,Completed,0
TXN_11647,172.24.128.203,65.22,25.35,Completed,0
TXN_11648,45.41.240.126,27.16,4.89,Completed,0
TXN_11649,45.42.162.121,110.38,4.75,Completed,0
TXN_11650,10.114.241.13,207.54,11.1,Completed,0
TXN_11651,45.250.68.224,44.32,0.16,Completed,0
TXN_11652,172.27.187.237,1328.52,3.23,Completed,0
TXN_11653,45.10.195.255,802.52,4.65,Completed,0
TXN_11654,45.17.52.181,63.0,28.07,Completed,0
TXN_11655,45.219.53.193,118.12,4.59,Completed,0
TXN_11656,172.21.66.184,20.11,8.44,Completed,0
TXN_11657,45.132.120.223,242.23,2.48,Completed,0
TXN_11658,172.24.254.57,72.04,22.99,Completed,0
TXN_11659,172.29.83.155,291.03,1.51,Completed,0
TXN_11660,45.104.73.43,1339.16,0.63,Completed,0
TXN_11661,10.3.157.229,1329.7,13.66,Completed,0
TXN_11662,172.31.45.196,19.24,37.56,Completed,0
TXN_11663,10.196.117.183,266.38,22.29,Completed,0
TXN_11664,10.187.71.108,395.75,11.66,Completed,0
TXN_11665,172.23.229.127,160.51,0.93,Completed,0
TXN_11666,192.168.0.82,49.66,0.59,Chargeback,1
TXN_11667,45.166.217.218,472.09,5.23,Completed,0
TXN_11668,172.27.65.111,777.23,5.04,Completed,0
TXN_11669,10.6.241.39,153.17,0.93,Completed,0
TXN_11670,172.25.187.54,203.14,0.94,Completed,0
TXN_11671,10.247.99.20,63.5,2.29,Completed,0
TXN_11672,172.26.216.79,837.8,11.05,Completed,0
TXN_11673,172.31.171.137,69.32,6.17,Completed,0
TXN_11674,10.28.205.255,89.13,7.83,Completed,0
TXN_11675,45.246.108.88,64.65,7.03,Completed,0
TXN_11676,172.31.189.124,80.28,2.7,Completed,0
TXN_11677,172.17.93.229,847.62,0.3,Completed,0
TXN_11678,10.193.42.173,156.82,17.85,Completed,0
TXN_11679,45.65.56.197,2579.77,10.35,Completed,0
TXN_11680,45.1.79.33,3276.27,15.79,Completed,0
TXN_11681,172.25.217.60,496.32,3.94,Completed,0
TXN_11682,192.168.0.50,611.35,13.41,Under_Review,1
TXN_11683,172.28.80.131,277.06,2.6,Completed,0
TXN_11684,45.69.206.107,731.07,6.16,Completed,0
TXN_11685,172.28.243.153,200.52,3.08,Completed,0
TXN_11686,10.6.248.50,1392.09,11.79,Completed,0
TXN_11687,10.188.43.101,49.86,32.09,Completed,0
TXN_11688,10.103.115.15,35.42,9.55,Completed,0
TXN_11689,10.106.62.180,206.06,19.85,Completed,0
TXN_11690,45.233.123.125,3.85,9.27,Completed,0
TXN_11691,10.231.180.106,105.67,1.15,Completed,0
TXN_11692,45.84.237.225,2.28,5.24,Completed,0
TXN_11693,172.18.241.144,343.39,5.82,Completed,0
TXN_11694,45.162.224.11,777.02,18.3,Completed,0
TXN_11695,45.16.173.214,4.05,1.24,Completed,0
TXN_11696,172.27.169.244,64.19,12.34,Completed,0
TXN_11697,45.73.248.32,180.74,18.97,Completed,0
TXN_11698,45.81.116.26,131.85,1.96,Completed,0
TXN_11699,45.128.212.176,9.21,9.94,Completed,0
TXN_11700,10.157.36.83,471.66,4.85,Completed,0
TXN_11701,10.110.123.215,587.77,1.68,Completed,0
TXN_11702,45.21.233.35,139.55,33.09,Completed,0
TXN_11703,172.25.72.151,39.15,3.03,Completed,0
TXN_11704,10.99.90.169,113.61,11.01,Completed,0
TXN_11705,45.158.196.103,36.6,6.78,Completed,0
TXN_11706,10.10.162.174,232.13,7.33,Completed,0
TXN_11707,10.153.251.85,70.23,3.4,Completed,0
TXN_11708,172.26.209.212,150.98,8.88,Completed,0
TXN_11709,10.110.209.168,812.99,5.5,Chargeback,1
TXN_11710,45.199.148.129,715.35,6.27,Completed,0
TXN_11711,172.22.238.196,170.85,4.34,Completed,0
TXN_11712,10.168.56.218,144.86,1.39,Completed,0
TXN_11713,45.53.126.222,506.24,15.61,Completed,0
TXN_11714,172.24.186.220,378.32,13.06,Completed,0
TXN_11715,10.253.169.163,133.17,2.47,Completed,0
TXN_11716,172.30.184.35,2575.61,1.53,Completed,0
TXN_11717,172.29.123.90,184.63,3.09,Completed,0
TXN_11718,10.60.140.186,1336.77,2.46,Completed,0
TXN_11719,172.27.61.25,13.01,25.88,Completed,0
TXN_11720,45.230.62.99,31.94,0.37,Completed,0
TXN_11721,45.184.25.205,85.35,2.94,Completed,0
TXN_11722,45.24.171.38,5.57,10.52,Completed,0
TXN_11723,10.28.197.1,20.17,21.43,Completed,0
TXN_11724,45.132.30.122,174.99,32.77,Completed,0
TXN_11725,10.146.190.92,41.19,4.56,Completed,0
TXN_11726,45.82.155.158,2545.35,14.4,Completed,0
TXN_11727,10.201.89.207,431.19,0.5,Completed,0
TXN_11728,172.22.131.75,668.27,5.74,Completed,0
TXN_11729,172.19.106.231,197.44,1.09,Completed,0
TXN_11730,10.48.198.109,7143.35,11.29,Completed,0
TXN_11731,172.20.72.4,204.32,1.96,Completed,0
TXN_11732,45.168.213.192,139.69,2.26,Completed,0
TXN_11733,172.28.48.135,294.52,2.33,Completed,0
TXN_11734,10.67.225.96,251.14,1.15,Completed,0
TXN_11735,10.202.133.32,263.67,29.64,Completed,0
TXN_11736,10.0.30.100,293.54,1.45,Completed,0
TXN_11737,10.106.182.33,223.88,22.72,Completed,0
TXN_11738,10.177.47.176,14114.08,5.09,Completed,0
TXN_11739,172.19.187.12,3680.09,0.78,Completed,0
TXN_11740,172.18.132.23,62.27,6.08,Completed,0
TXN_11741,172.17.44.182,1399.42,5.74,Completed,0
TXN_11742,172.25.209.23,17172.53,5.29,Completed,0
TXN_11743,10.176.106.5,493.82,2.05,Completed,0
TXN_11744,45.128.127.196,101.08,7.14,Completed,0
TXN_11745,172.16.223.67,173.55,19.9,Completed,0
TXN_11746,45.18.53.64,571.44,4.8,Completed,0
TXN_11747,45.219.0.41,310.26,1.16,Completed,0
TXN_11748,172.22.25.56,197.62,1.75,Completed,0
TXN_11749,45.32.166.60,346.08,23.61,Completed,0
TXN_11750,45.26.249.126,337.27,1.31,Completed,0
TXN_11751,10.200.171.35,350.3,2.11,Completed,0
TXN_11752,172.30.172.15,753.01,12.36,Completed,0
TXN_11753,172.21.206.13,112.56,9.06,Completed,0
TXN_11754,172.24.2.173,730.03,1.33,Completed,0
TXN_11755,45.251.182.14,400.09,8.82,Completed,0
TXN_11756,45.31.237.136,777.15,25.41,Completed,0
TXN_11757,45.190.11.85,2120.04,16.38,Completed,0
TXN_11758,10.253.30.99,21.95,7.05,Completed,0
TXN_11759,45.217.48.45,81.58,4.89,Completed,0
TXN_11760,45.201.146.207,89.21,1.4,Completed,0
TXN_11761,172.17.212.253,30.98,2.42,Completed,0
TXN_11762,172.23.218.108,105.36,2.72,Completed,0
TXN_11763,172.29.76.156,737.99,23.46,Completed,0
TXN_11764,172.19.195.2,141.63,1.6,Completed,0
TXN_11765,10.68.57.27,618.94,3.09,Completed,0
TXN_11766,10.74.195.19,448.54,9.76,Completed,0
TXN_11767,192.168.0.186,484.3,5.33,Chargeback,1
TXN_11768,172.21.168.120,11.45,3.61,Completed,0
TXN_11769,10.130.7.137,288.9,11.3,Completed,0
TXN_11770,172.26.41.188,315.06,2.69,Completed,0
TXN_11771,45.29.46.50,1260.98,4.85,Completed,0
TXN_11772,45.142.1.35,219.04,6.98,Completed,0
TXN_11773,10.151.113.6,2076.08,18.59,Completed,0
TXN_11774,172.23.165.114,18.91,8.59,Completed,0
TXN_11775,172.17.204.228,120.4,14.09,Completed,0
TXN_11776,45.156.59.7,697.21,34.82,Completed,0
TXN_11777,10.70.198.103,13.66,9.27,Completed,0
TXN_11778,45.174.12.27,251.52,4.77,Completed,0
TXN_11779,45.49.12.164,442.88,6.32,Completed,0
TXN_11780,10.221.201.66,200.42,0.85,Completed,0
TXN_11781,10.26.223.182,124.39,18.05,Completed,0
TXN_11782,45.143.39.3,76.9,8.53,Completed,0
TXN_11783,172.17.53.161,125.29,0.94,Completed,0
TXN_11784,10.97.63.215,1327.67,5.83,Completed,0
TXN_11785,45.150.73.55,478.06,8.42,Completed,0
TXN_11786,172.16.136.41,87.54,9.68,Completed,0
TXN_11787,45.90.213.240,1053.58,0.25,Completed,0
TXN_11788,172.30.231.147,182.75,9.02,Completed,0
TXN_11789,10.40.119.92,222.4,1.94,Completed,0
TXN_11790,172.25.62.14,189.72,19.31,Completed,0
TXN_11791,10.111.22.18,20.46,12.69,Completed,0
TXN_11792,45.46.59.1,4588.94,2.0,Completed,0
TXN_11793,45.171.210.1,2454.3,17.56,Completed,0
TXN_11794,172.25.172.23,80.03,4.18,Completed,0
TXN_11795,172.24.216.46,2315.16,10.88,Completed,0
TXN_11796,10.241.252.8,698.41,5.79,Completed,0
TXN_11797,45.203.209.90,50.4,1.52,Completed,0
TXN_11798,45.66.182.172,43.54,0.32,Completed,0
TXN_11799,45.38.100.106,4472.84,4.82,Under_Review,1
TXN_11800,172.29.202.170,48.2,5.88,Completed,0
TXN_11801,10.62.246.211,187.12,5.58,Completed,0
TXN_11802,10.102.58.127,26.83,1.88,Completed,0
TXN_11803,45.80.176.253,49.49,5.59,Completed,0
TXN_11804,172.21.161.138,46.52,8.29,Completed,0
TXN_11805,172.20.29.225,355.55,6.52,Completed,0
TXN_11806,45.86.209.68,198.11,2.28,Completed,0
TXN_11807,172.28.233.237,565.96,3.64,Completed,0
TXN_11808,172.31.52.174,141.57,6.54,Completed,0
TXN_11809,45.201.74.25,575.23,4.58,Completed,0
TXN_11810,10.189.38.72,65.36,18.08,Completed,0
TXN_11811,45.24.178.229,3054.31,5.79,Completed,0
TXN_11812,10.219.18.230,359.98,0.19,Completed,0
TXN_11813,45.69.139.114,46.02,3.52,Completed,0
TXN_11814,45.143.189.152,638.32,14.01,Completed,0
TXN_11815,45.241.214.179,1751.23,18.67,Chargeback,1
TXN_11816,10.83.172.36,61.31,1.42,Completed,0
TXN_11817,45.62.166.201,93.19,0.43,Completed,0
TXN_11818,45.232.55.103,9.27,29.77,Completed,0
TXN_11819,192.168.0.197,2149.52,7.35,Chargeback,1
TXN_11820,45.151.159.42,257.24,8.47,Completed,0
TXN_11821,45.209.72.112,227.7,4.88,Completed,0
TXN_11822,172.22.94.33,32.93,15.49,Completed,0
TXN_11823,172.28.79.55,7.55,9.49,Completed,0
TXN_11824,172.30.123.105,30.93,30.51,Completed,0
TXN_11825,10.88.207.6,65.69,0.86,Completed,0
TXN_11826,10.20.90.124,1614.44,0.78,Completed,0
TXN_11827,10.226.253.155,534.25,16.48,Completed,0
TXN_11828,45.172.146.48,342.89,12.49,Completed,0
TXN_11829,172.21.168.182,656.74,11.32,Completed,0
TXN_11830,10.39.235.210,35.79,6.99,Completed,0
TXN_11831,45.33.9.223,1567.57,8.78,Completed,0
TXN_11832,45.73.7.168,686.58,1.44,Completed,0
TXN_11833,172.18.109.20,343.94,24.65,Completed,0
TXN_11834,10.78.167.111,45.44,4.57,Completed,0
TXN_11835,10.147.169.190,138.94,3.4,Completed,0
TXN_11836,172.17.151.98,15.75,3.55,Completed,0
TXN_11837,172.30.11.195,29.19,3.59,Completed,0
TXN_11838,10.108.185.67,88.49,70.95,Completed,0
TXN_11839,10.62.175.48,165.01,5.33,Completed,0
TXN_11840,192.168.0.4,37.52,0.6,Under_Review,1
TXN_11841,172.25.71.153,457.09,11.75,Completed,0
TXN_11842,172.25.131.151,30.82,14.11,Completed,0
TXN_11843,10.41.139.10,512.45,6.07,Completed,0
TXN_11844,10.139.145.93,759.57,10.57,Completed,0
TXN_11845,45.10.243.69,2360.44,32.63,Completed,0
TXN_11846,45.127.8.63,326.75,20.25,Completed,0
TXN_11847,10.246.131.143,668.04,2.14,Completed,0
TXN_11848,10.86.36.237,183.35,2.3,Completed,0
TXN_11849,45.211.169.241,175.77,13.85,Completed,0
TXN_11850,172.26.110.229,19.15,1.28,Completed,0
TXN_11851,10.176.58.4,86.99,11.26,Completed,0
TXN_11852,10.24.208.122,2451.49,57.16,Completed,0
TXN_11853,172.19.254.165,64.15,2.36,Completed,0
TXN_11854,172.29.140.22,48.54,1.73,Completed,0
TXN_11855,45.180.172.242,532.61,0.56,Completed,0
TXN_11856,172.24.89.222,24.13,10.08,Completed,0
TXN_11857,10.64.166.91,34.64,6.69,Completed,0
TXN_11858,10.112.237.185,348.11,11.46,Completed,0
TXN_11859,172.22.80.41,178.47,20.83,Completed,0
TXN_11860,10.218.251.155,357.52,4.6,Completed,0
TXN_11861,10.96.39.10,73.21,0.72,Completed,0
TXN_11862,172.25.147.248,2580.39,0.22,Completed,0
TXN_11863,45.212.122.218,516.66,3.88,Completed,0
TXN_11864,192.168.0.47,54.52,4.6,Completed,0
TXN_11865,45.234.150.63,877.51,0.89,Completed,0
TXN_11866,45.68.68.40,418.92,13.84,Completed,0
TXN_11867,172.21.98.229,1379.97,12.53,Blocked,1
TXN_11868,172.18.143.228,74.91,4.39,Completed,0
TXN_11869,10.221.41.171,85.89,21.63,Completed,0
TXN_11870,45.29.86.45,94.45,30.18,Completed,0
TXN_11871,45.21.11.223,70.17,10.86,Completed,0
TXN_11872,172.26.89.146,1706.0,35.73,Completed,0
TXN_11873,45.197.85.114,1055.3,21.54,Under_Review,1
TXN_11874,10.178.152.100,13.83,4.79,Completed,0
TXN_11875,172.19.7.247,81.75,0.61,Completed,0
TXN_11876,172.25.67.106,284.44,27.5,Completed,0
TXN_11877,45.43.83.20,120.93,0.95,Completed,0
TXN_11878,172.28.203.174,656.46,5.4,Completed,0
TXN_11879,45.49.163.80,163.09,5.85,Completed,0
TXN_11880,10.3.139.236,306.23,3.56,Completed,0
TXN_11881,45.26.122.157,184.32,21.36,Completed,0
TXN_11882,45.173.75.120,17.56,20.79,Completed,0
TXN_11883,172.29.67.26,4113.61,23.34,Completed,0
TXN_11884,10.118.66.14,700.68,8.83,Completed,0
TXN_11885,172.24.100.129,74.98,4.73,Completed,0
TXN_11886,172.22.47.24,115.81,7.46,Completed,0
TXN_11887,45.25.51.42,52.32,15.45,Completed,0
TXN_11888,172.25.54.179,1369.31,12.54,Completed,0
TXN_11889,45.120.230.137,20.09,2.93,Completed,0
TXN_11890,10.244.213.74,82.42,15.2,Completed,0
TXN_11891,45.0.27.47,32.93,3.1,Completed,0
TXN_11892,45.149.217.15,845.66,5.48,Completed,0
TXN_11893,45.85.14.2,553.81,2.76,Completed,0
TXN_11894,172.16.208.173,387.88,3.52,Completed,0
TXN_11895,45.35.243.142,441.97,2.12,Completed,0
TXN_11896,45.214.75.83,18.7,3.64,Completed,0
TXN_11897,172.25.46.251,80.03,9.26,Completed,0
TXN_11898,10.249.156.16,103.16,17.77,Completed,0
TXN_11899,10.10.230.250,105.26,3.13,Completed,0
TXN_11900,45.180.207.235,689.79,9.71,Completed,0
TXN_11901,172.30.6.49,101.57,5.92,Completed,0
TXN_11902,172.26.44.30,431.0,9.59,Completed,0
TXN_11903,172.17.144.182,203.62,4.73,Completed,0
TXN_11904,45.34.187.165,2414.75,12.75,Completed,0
TXN_11905,172.19.156.219,628.84,2.71,Completed,0
TXN_11906,45.174.25.122,75.4,7.91,Completed,0
TXN_11907,10.207.230.197,2142.73,13.74,Completed,0
TXN_11908,172.29.216.251,157.86,6.89,Completed,0
TXN_11909,172.17.34.130,290.39,25.59,Completed,0
TXN_11910,10.85.213.152,627.93,6.7,Completed,0
TXN_11911,45.85.94.211,224.03,27.2,Completed,0
TXN_11912,172.19.249.118,488.63,1.49,Completed,0
TXN_11913,10.182.197.246,1409.53,9.48,Completed,0
TXN_11914,10.175.99.71,67.48,7.81,Completed,0
TXN_11915,10.169.198.131,368.32,12.62,Completed,0
TXN_11916,10.152.165.116,230.02,51.82,Completed,0
TXN_11917,45.176.240.103,1057.32,25.71,Completed,0
TXN_11918,172.31.53.212,348.15,1.82,Completed,0
TXN_11919,10.83.6.24,84.27,12.68,Completed,0
TXN_11920,45.209.246.218,151.38,19.83,Completed,0
TXN_11921,10.48.224.205,489.61,0.48,Completed,0
TXN_11922,45.46.38.147,128.85,2.24,Completed,0
TXN_11923,172.19.115.22,207.2,1.46,Completed,0
TXN_11924,10.217.164.212,75.05,16.55,Completed,0
TXN_11925,172.23.252.108,25.51,8.58,Completed,0
TXN_11926,45.158.67.81,165.73,0.55,Completed,0
TXN_11927,10.43.239.133,38.46,2.37,Completed,0
TXN_11928,10.96.238.151,166.71,4.05,Completed,0
TXN_11929,10.124.225.81,521.91,4.27,Completed,0
TXN_11930,10.69.133.206,473.14,4.05,Completed,0
TXN_11931,172.21.109.129,124.31,0.53,Completed,0
TXN_11932,45.165.60.233,13077.43,0.94,Completed,0
TXN_11933,10.73.44.188,9845.27,2.62,Completed,0
TXN_11934,10.104.20.55,61.4,9.6,Completed,0
TXN_11935,172.28.204.192,817.55,5.88,Completed,0
TXN_11936,45.167.251.47,85.9,15.96,Completed,0
TXN_11937,172.18.146.134,242.48,1.37,Completed,0
TXN_11938,45.122.150.218,242.38,2.35,Completed,0
TXN_11939,10.136.43.63,1167.05,9.03,Completed,0
TXN_11940,10.171.248.90,144.67,11.25,Completed,0
TXN_11941,10.44.58.195,199.78,2.08,Completed,0
TXN_11942,10.64.174.230,74.3,3.01,Completed,0
TXN_11943,45.244.186.178,10195.98,1.38,Completed,0
TXN_11944,172.20.131.75,41.43,1.1,Completed,0
TXN_11945,172.26.15.98,10.92,2.02,Completed,0
TXN_11946,10.249.61.31,710.48,18.33,Completed,0
TXN_11947,10.57.69.175,285.01,9.62,Completed,0
TXN_11948,172.21.250.34,635.65,8.16,Completed,0
TXN_11949,192.168.0.103,46.74,7.51,Completed,0
TXN_11950,10.134.18.221,304.71,45.03,Completed,0
TXN_11951,10.139.152.190,2160.76,21.75,Completed,0
TXN_11952,172.24.238.81,1707.02,2.59,Completed,0
TXN_11953,45.118.41.221,249.18,5.67,Completed,0
TXN_11954,172.22.17.40,257.32,58.13,Completed,0
TXN_11955,172.28.194.13,96.11,20.26,Completed,0
TXN_11956,45.102.5.115,1739.87,32.5,Completed,0
TXN_11957,10.3.67.8,1688.12,11.78,Completed,0
TXN_11958,45.228.16.254,26.26,0.71,Completed,0
TXN_11959,10.209.139.17,20.69,5.66,Completed,0
TXN_11960,172.24.126.23,413.7,7.15,Completed,0
TXN_11961,10.29.71.135,53.42,26.59,Completed,0
TXN_11962,10.160.45.102,252.54,2.19,Completed,0
TXN_11963,10.151.137.242,99.23,20.5,Completed,0
TXN_11964,45.56.186.130,239.85,18.82,Completed,0
TXN_11965,10.45.178.131,95.88,9.26,Completed,0
TXN_11966,10.239.2.174,30.15,7.83,Completed,0
TXN_11967,172.26.162.59,83.93,9.77,Completed,0
TXN_11968,10.198.70.14,26.01,11.28,Completed,0
TXN_11969,172.30.200.88,489.68,9.95,Completed,0
TXN_11970,172.19.16.146,1247.61,1.9,Completed,0
TXN_11971,10.149.251.124,2465.45,16.78,Completed,0
TXN_11972,192.168.0.172,67.6,8.28,Blocked,1
TXN_11973,45.17.146.252,212.94,4.48,Completed,0
TXN_11974,172.16.75.240,94.96,15.61,Completed,0
TXN_11975,10.137.89.37,396.86,20.68,Completed,0
TXN_11976,172.19.74.3,500.65,3.2,Completed,0
TXN_11977,45.92.56.52,196.19,5.13,Completed,0
TXN_11978,10.109.11.8,151.23,15.55,Completed,0
TXN_11979,172.25.173.172,18.87,1.32,Completed,0
TXN_11980,45.205.169.52,832.61,14.24,Completed,0
TXN_11981,45.4.162.186,159.15,19.82,Completed,0
TXN_11982,172.24.58.47,452.47,5.28,Completed,0
TXN_11983,172.27.81.242,891.98,8.53,Completed,0
TXN_11984,172.24.178.2,60.31,5.07,Completed,0
TXN_11985,10.35.138.239,457.04,5.07,Completed,0
TXN_11986,172.30.161.221,128.14,28.68,Completed,0
TXN_11987,192.168.0.56,60.09,12.13,Completed,0
TXN_11988,45.216.169.221,251.43,3.53,Completed,0
TXN_11989,10.24.36.187,35.65,3.41,Completed,0
TXN_11990,172.29.61.44,554.09,19.04,Completed,0
TXN_11991,172.22.104.40,213.73,11.25,Completed,0
TXN_11992,10.51.153.32,213.28,10.38,Completed,0
TXN_11993,172.27.77.159,144.85,28.99,Completed,0
TXN_11994,172.28.238.107,683.97,5.19,Completed,0
TXN_11995,45.75.105.218,75.27,4.64,Completed,0
TXN_11996,192.168.0.221,18.16,3.96,Under_Review,1
TXN_11997,172.22.53.190,3274.62,0.39,Completed,0
TXN_11998,10.47.83.50,179.65,13.41,Completed,0
TXN_11999,172.19.175.163,1610.81,3.57,Completed,0
TXN_12000,45.205.64.189,856.23,16.31,Completed,0
TXN_12001,10.201.161.8,3247.32,21.59,Completed,0
TXN_12002,45.140.50.106,140.2,1.7,Completed,0
TXN_12003,192.168.0.141,8.69,4.1,Blocked,1
TXN_12004,172.27.219.239,223.97,18.86,Completed,0
TXN_12005,172.31.88.74,1133.27,10.02,Completed,0
TXN_12006,10.236.244.82,307.65,8.11,Completed,0
TXN_12007,172.25.137.14,112.44,15.61,Completed,0
TXN_12008,45.4.253.12,2564.42,26.45,Completed,0
TXN_12009,45.159.74.107,440.52,2.95,Completed,0
TXN_12010,172.21.182.202,1026.12,5.85,Completed,0
TXN_12011,10.211.163.138,44.0,11.81,Completed,0
TXN_12012,45.224.170.241,64.42,25.13,Completed,0
TXN_12013,172.27.140.196,1644.49,7.57,Completed,0
TXN_12014,172.26.43.119,32.45,2.69,Completed,0
TXN_12015,172.19.199.90,5416.25,16.29,Completed,0
TXN_12016,45.107.70.82,1875.52,0.1,Completed,0
TXN_12017,10.154.204.64,1076.69,31.21,Completed,0
TXN_12018,172.30.116.46,3456.07,1.2,Completed,0
TXN_12019,45.176.34.106,417.31,4.43,Completed,0
TXN_12020,172.31.86.118,638.2,3.17,Completed,0
TXN_12021,10.200.177.74,1231.42,2.17,Completed,0
TXN_12022,45.211.166.30,219.06,7.82,Completed,0
TXN_12023,172.19.177.219,792.83,0.52,Completed,0
TXN_12024,10.145.151.89,15.14,32.8,Completed,0
TXN_12025,45.137.84.44,34.85,21.6,Completed,0
TXN_12026,45.185.196.148,34.3,0.28,Completed,0
TXN_12027,172.27.65.96,86.38,24.78,Completed,0
TXN_12028,45.192.83.238,42.46,34.53,Completed,0
TXN_12029,172.23.113.41,422.18,32.01,Completed,0
TXN_12030,10.19.235.191,230.24,27.29,Completed,0
TXN_12031,45.212.169.121,120.07,2.71,Completed,0
TXN_12032,172.25.180.22,372.28,7.21,Completed,0
